id,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
405,405,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段211~240號,52.86,住,1060224,土地2建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990602,200.46,3,2,2,有,有,2.90E+07,158511,坡道平面,26.97,1500000,共有人數2人。含增建或未登記建物。
409,409,中山區,房地(土地+建物),臺北市中山區民權東路二段152巷5弄1~30號,34.75,住,1060306,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,NA,96.76,3,2,2,有,無,1.50E+07,155023,,0,0,共有人數2人含增建或未登記建物。
410,410,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路112巷56弄31~60號,62.23,住,1060402,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,861030,133.97,3,1,2,有,有,18960000,141524,坡道平面,0,0,
411,411,內湖區,房地(土地+建物),臺北市內湖區康樂街20巷6弄1~30號,17.42,住,1060409,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741014,61.63,2,1,1,有,無,8500000,137920,,0,0,
413,413,中山區,房地(土地+建物),臺北市中山區中山北路二段115巷1~30號,2.86,商,1060410,土地2建物1車位0,三層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,680804,18.03,0,0,0,無,有,2400000,133111,,0,0,
414,414,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷62弄1~30號,19.75,住,1060401,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970331,133.24,2,2,2,有,有,22380000,167968,坡道平面,0,0,
415,415,內湖區,房地(土地+建物)+車位,臺北市中山區民權東路六段121~150號,14.09,商,1060411,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106,193.76,3,2,2,有,有,3.00E+07,154831,坡道平面,37.45,0,
416,416,中山區,房地(土地+建物),臺北市中山區林森北路391~420號,7.65,商,1060410,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710531,97.59,2,1,1,有,有,10800000,110667,,0,0,
417,417,中山區,房地(土地+建物),臺北市中山區長春路1~30號,5.48,商,1060330,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,731128,59.07,1,1,1,有,有,9100000,154055,,0,0,
418,418,中山區,房地(土地+建物),臺北市中山區錦州街31~60號,3.07,商,1060406,土地2建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730927,33.95,1,1,1,有,有,5500000,162003,,0,0,
419,419,中山區,房地(土地+建物),臺北市中山區樂群二路181~210號,47.09,住,1060325,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890628,155.44,3,2,2,有,有,24500000,157617,,0,0,
420,420,內湖區,房地(土地+建物),臺北市內湖區港墘路82巷7弄1~30號,28.07,住,1060406,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731204,101.64,3,1,2,有,無,1.20E+07,118064,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。
421,421,中山區,房地(土地+建物),臺北市中山區農安街227巷1~30號,15.42,住,1060408,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730922,65.76,2,1,1,有,有,9.00E+06,136861,,0,0,含增建或未登記建物，權利人有2人。
422,422,中正區,房地(土地+建物),臺北市中正區仁愛路二段31~60號,20.59,住,1060411,土地1建物1車位0,電梯樓梯間，地下一層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,840724,176.09,0,0,0,無,有,2.60E+07,147660,,0,0,
423,423,大同區,房地(土地+建物)+車位,臺北市大同區民生西路301~330號,23.69,商,1060310,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050304,213.95,4,2,2,有,有,34980000,192911,升降平面,42.98,2000000,
424,424,大同區,房地(土地+建物)+車位,臺北市大同區民生西路301~330號,23.71,商,1060310,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050304,214.13,4,2,2,有,有,35020000,192930,升降平面,42.98,2000000,
425,425,大同區,房地(土地+建物),臺北市大同區天水路1~30號,10.8,商,1060421,土地9建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,671208,90.34,2,1,2,有,有,11600000,128404,,0,0,
427,427,中正區,房地(土地+建物),臺北市中正區齊東街31~60號,30.12,住,1060330,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610613,73.67,2,1,1,有,無,13500000,183250,,0,0,親友、員工或其他特殊關係間之交易。(包含)公共設施保留地之交易。受債權債務影響或債務抵償之交易。急買急賣。
428,428,萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷61~90號,41.39,住,1060124,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.86,3,2,2,有,有,25400000,158889,坡道平面,0,0,
429,429,中正區,房地(土地+建物)+車位,臺北市中正區銅山街3巷1~30號,76.35,住,1060308,土地4建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780801,308.22,5,2,3,有,無,8.30E+07,269288,坡道平面,0,0,
430,430,中正區,房地(土地+建物),臺北市中正區金山南路一段110巷1~30號,4.96,住,1060414,土地1建物1車位0,四層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,970820,20.78,1,1,1,有,有,5.00E+06,240616,,0,0,
431,431,大同區,房地(土地+建物),臺北市大同區民權西路271~300號,7.08,住,1060311,土地1建物1車位0,七層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,931029,40.52,1,1,1,有,有,6600000,162883,,0,0,含增建或未登記建物。
432,432,大同區,房地(土地+建物),臺北市大同區歸綏街181~210號,3.08,商,1060321,土地1建物1車位0,八層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,NA,32.6,1,1,1,有,有,4500000,138037,,0,0,
433,433,文山區,房地(土地+建物)+車位,臺北市文山區樟新街1~30號,47.03,住,1060415,土地1建物1車位4,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030815,314.41,3,1,3,有,有,41380000,159908,坡道機械,79.4,3800000,
435,435,文山區,房地(土地+建物)+車位,臺北市文山區景華街181~210號,12.99,住,1060424,土地1建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1050930,131.1,2,1,1,有,無,24880000,257265,坡道平面,41.97,1950000,(1)106.4.21預售屋(2)新屋管委會尚未成立(3)車位總價195萬土地款1209000房屋款741000
436,436,文山區,房地(土地+建物)+車位,臺北市文山區木柵路四段9巷1~30號,43.85,住,1060402,土地2建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870815,105.74,2,2,1,有,有,15200000,143749,坡道機械,0,0,含增建或未登記建物。車位面積無法概算。
437,437,文山區,房地(土地+建物),臺北市文山區羅斯福路六段91~120號,23.47,住,1060411,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711130,146.18,3,2,2,有,有,2.10E+07,143659,,0,0,受債權債務影響或債務抵償之交易。
438,438,文山區,房地(土地+建物),臺北市文山區忠順街一段48巷1~30號,29.12,住,1060313,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,NA,88.56,3,1,1,有,無,5124100,57860,,0,0,親友、員工或其他特殊關係間之交易。
439,439,文山區,房地(土地+建物)+車位,臺北市文山區政大一街36巷1~30號,39.78,住,1060228,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010808,200.94,3,2,2,有,有,21680000,107893,坡道平面,45.55,0,含增建或未登記建物。
440,440,文山區,房地(土地+建物),臺北市文山區辛亥路四段21巷1~30號,18.93,住,1060325,土地4建物1車位0,七層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,840801,50.25,1,1,1,有,有,7390000,147065,,0,0,含增建或未登記建物。內含獨立產權公設，未包含在棟數內。
443,443,文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段455巷1~30號,13.43,商,1060318,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960208,178.72,3,2,2,有,有,28399000,158902,坡道平面,0,0,
444,444,文山區,房地(土地+建物),臺北市文山區景興路181~210號,4.03,商,1060425,土地1建物2車位0,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,850104,50.98,1,1,1,有,無,5600000,109847,,0,0,
445,445,文山區,房地(土地+建物),臺北市文山區景興路181~210號,4.03,商,1060425,土地1建物2車位0,二十三層,二十四層,套房(1房1廳1衛),住家用,見使用執照,850104,49.4,0,0,1,無,有,5600000,113360,,0,0,
447,447,萬華區,房地(土地+建物),臺北市萬華區成都路91~120號,4.49,商,1060319,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961025,52.2,2,1,1,有,有,9880000,189272,,0,0,含增建或未登記建物。
448,448,萬華區,房地(土地+建物),臺北市萬華區國興路1巷1~30號,21.42,住,1060414,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710702,81.66,2,1,1,有,有,3800000,46534,,0,0,親友、員工或其他特殊關係間之交易。
449,449,中正區,房地(土地+建物)+車位,臺北市中正區新生南路一段54巷1~30號,29.07,其他,1060325,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981222,251.14,3,2,3,有,有,7.10E+07,282711,坡道平面,43.78,0,含增建或未登記建物。
450,450,萬華區,房地(土地+建物),臺北市萬華區峨眉街91~120號,3.63,商,1060404,土地1建物1車位0,三層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,950126,37.16,0,0,0,無,有,8600000,231432,,0,0,
451,451,大同區,房地(土地+建物),臺北市大同區承德路三段208巷1~30號,3.83,商,1060416,土地1建物1車位0,九層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960523,24.72,0,1,1,有,有,5250000,212379,,0,0,
452,452,萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路271~300號,8.26,商,1040721,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060113,98.24,0,0,0,無,無,21380000,224875,其他,10.28,1600000,
453,453,中正區,房地(土地+建物),臺北市中正區延平南路91~120號,0.33,商,1060425,土地1建物1車位0,二層,十五層,其他,商業用,鋼筋混凝土造,700225,6.87,0,0,0,無,有,520000,75691,,0,0,親友、員工或其他特殊關係間之交易。權利人共2人攤位
454,454,萬華區,房地(土地+建物),臺北市萬華區國興路1巷1~30號,12.4,住,1060416,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,710702,46.27,1,1,1,有,無,6150000,132915,,0,0,
455,455,大同區,房地(土地+建物),臺北市大同區重慶北路三段223巷23弄1~30號,33,住,1060410,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,NA,91,1,1,1,有,無,1.70E+07,186813,,0,0,共有人數2人。含增建或未登記建物。
456,456,大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.2,商,1060402,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.09,3,2,2,有,有,31600000,210367,升降機械,16.72,1650000,
458,458,萬華區,房地(土地+建物),臺北市萬華區環河南路二段149巷1~30號,10.86,其他,1060407,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690729,70.29,2,2,1,有,無,8200000,116660,,0,0,
459,459,內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段189巷21弄1~30號,16.94,住,1060413,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020506,167.17,3,2,2,有,有,2.60E+07,155530,坡道平面,39.65,0,
460,460,內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街114巷1~30號,25.34,住,1060319,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980929,167.99,3,2,2,有,有,15600000,92868,坡道平面,46.65,0,含增建或未登記建物。本案含獨立產權車位，未包含在棟次內。
461,461,中山區,房地(土地+建物),臺北市中山區長安東路二段151~180號,2.69,商,1060421,土地1建物1車位0,九層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,610626,20.39,1,1,1,有,有,3580000,175576,,0,0,
462,462,中山區,房地(土地+建物),臺北市中山區民生東路二段61~90號,8.6,商,1060417,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,690314,46.12,1,1,1,有,有,7350000,159367,,0,0,含增建或未登記建物。
464,464,中山區,房地(土地+建物),臺北市中山區遼寧街101巷2弄1~30號,38.25,住,1060324,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,611227,109.59,3,2,2,有,無,17600000,160599,,0,0,
465,465,內湖區,房地(土地+建物),臺北市內湖區內湖路一段91巷35弄61~90號,28.91,住,1060407,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,720616,105.26,0,0,1,有,無,1.70E+07,161505,,0,0,含1樓後方部分增建。
466,466,中山區,房地(土地+建物),臺北市中山區南京東路二段91~120號,4.02,其他,1060417,土地3建物1車位0,十五層,十八層,套房(1房1廳1衛),住家用,見其他登記事項,990917,61.2,1,1,1,有,有,16580000,270915,,0,0,
467,467,中山區,房地(土地+建物),臺北市中山區新生北路三段1~30號,6.58,住,1060319,土地3建物1車位0,十一層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,950209,47.82,1,1,1,有,有,12300000,257215,,0,0,
468,468,中山區,房地(土地+建物),臺北市中山區民生東路一段61~90號,3.52,商,1060325,土地1建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,700423,35.62,1,1,1,有,有,5.00E+06,140371,,0,0,
469,469,內湖區,房地(土地+建物),臺北市內湖區康寧路三段189巷61~90號,25.7,住,1060329,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740523,94.93,3,2,2,有,無,11700000,123249,,0,0,含增建或未登記建物。
470,470,中山區,房地(土地+建物),臺北市中山區松江路31~60號,5.82,商,1060424,土地2建物1車位0,十二層,十二層,辦公商業大樓,住家用,鋼筋混凝土造,790514,226.01,0,0,0,無,有,5.00E+06,22123,,0,0,親友、員工或其他特殊關係間之交易。
471,471,松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,2.44,商,1060409,土地1建物1車位0,十六層,二十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,780629,37.81,1,1,1,有,有,7300000,193071,,0,0,
472,472,南港區,房地(土地+建物),臺北市南港區南港路三段314巷9弄1~30號,21.04,商,1060324,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,NA,68.08,2,1,1,有,無,6280000,92244,,0,0,親友間之交易，賣方有9人。
475,475,信義區,房地(土地+建物),臺北市信義區忠孝東路四段553巷1~30號,4.81,住,1060412,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,830729,35.99,1,1,1,有,有,7680000,213393,,0,0,
476,476,南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,20.96,住,1060408,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961008,98.8,1,2,1,有,有,14900000,150810,坡道機械,10.87,0,含增建或未登記建物。
477,477,松山區,房地(土地+建物),臺北市松山區延吉街46巷1~30號,25.05,住,1060408,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661228,122.32,3,2,2,有,有,24680000,201766,,0,0,
