id,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
288,288,中正區,房地(土地+建物),臺北市中正區寧波西街181巷1~30號,26,住,1060411,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,NA,66.51,3,2,1,有,無,1.00E+07,150353,,0,0,
289,289,文山區,房地(土地+建物),臺北市文山區恆光街14巷1~30號,28.5,住,1060410,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,61.88,2,1,1,有,無,4340000,70136,,0,0,親友、員工或其他特殊關係間之交易。
291,291,文山區,房地(土地+建物)+車位,臺北市文山區久康街61~90號,49.21,住,1060329,土地1建物1車位2,十三層，十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820907,279.71,4,3,2,有,有,4.00E+07,143005,坡道機械,59.76,0,
292,292,中正區,房地(土地+建物),臺北市中正區中華路二段315巷1~30號,10.49,住,1060405,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住家用,加強磚造,NA,35.29,0,0,0,無,無,9.00E+06,255030,,0,0,
293,293,大同區,房地(土地+建物),臺北市大同區哈密街151~180號,13.8,住,1060327,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680124,53.15,2,1,1,有,無,9080000,170837,,0,0,
294,294,萬華區,房地(土地+建物),臺北市萬華區環河南路二段121~150號,10.33,其他,1060412,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690729,67.28,2,1,1,有,有,7.00E+06,104043,,0,0,
295,295,萬華區,房地(土地+建物),臺北市萬華區和平西路三段361~390號,3.55,住,1060412,土地2建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,700706,29.77,1,1,1,有,有,3500000,117568,,0,0,含增建或未登記建物。
296,296,萬華區,房地(土地+建物),臺北市萬華區和平西路三段361~390號,3.6,住,1060330,土地2建物1車位0,三層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,700706,29.77,1,1,1,有,有,3300000,110850,,0,0,含增建或未登記建物。
297,297,萬華區,房地(土地+建物),臺北市萬華區峨眉街1~30號,1.53,商,1060418,土地1建物1車位0,地下一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,NA,8.99,0,0,0,無,有,540000,60067,,0,0,親友、員工或其他特殊關係間之交易。
298,298,萬華區,房地(土地+建物),臺北市萬華區中華路一段114巷1~30號,0.92,商,1060418,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,761105,5.28,0,0,0,無,有,560000,106061,,0,0,親友、員工或其他特殊關係間之交易。
299,299,萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路121~150號,12.8,商,1060401,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,990211,188.98,2,2,2,有,有,2.60E+07,137581,坡道平面,49.73,0,
300,300,大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段243巷1~30號,35.04,住,1060330,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840126,163.21,2,2,2,有,有,26280000,161020,升降平面,0,0,含增建或未登記建物。本案車位面積無法概算。
301,301,萬華區,房地(土地+建物),臺北市萬華區中華路二段511~540號,12.4,住,1060330,土地1建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,NA,46.08,1,1,1,有,有,5800000,125868,,0,0,含增建或未登記建物。
302,302,中正區,房地(土地+建物),臺北市中正區重慶南路一段1~30號,11.02,商,1060317,土地1建物1車位0,十一層,十二層,辦公商業大樓,住家用,鋼筋混凝土造,661201,114.96,0,0,0,無,無,17380000,151183,,0,0,
303,303,中正區,房地(土地+建物),臺北市中正區重慶南路一段1~30號,15.76,商,1060317,土地1建物1車位0,三層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,661201,164.65,0,0,0,無,無,2.80E+07,170058,,0,0,
304,304,萬華區,房地(土地+建物),臺北市萬華區青年路106巷30弄1~30號,11.76,住,1060319,土地2建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,640403,31.18,1,1,1,有,無,4.00E+06,128287,,0,0,
305,305,萬華區,房地(土地+建物),臺北市萬華區康定路91~120號,4.46,商,1060421,土地1建物1車位0,二十五層,二十六層,套房(1房1廳1衛),住家用,見其他登記事項,1050331,66.12,1,1,1,有,有,12580000,190260,,0,0,
306,306,萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.13,商,1060418,土地1建物1車位1,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,90.49,2,2,1,有,有,15880000,196659,坡道機械,16.85,1400000,
309,309,內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷69弄121~150號,22.63,住,1060403,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720331,76.52,5,0,5,有,無,12500000,163356,,0,0,含增建或未登記建物。
310,310,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段355巷1~30號,29.25,住,1060329,土地2建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030513,197.79,3,2,2,有,有,30300000,153193,坡道平面,37.87,0,含增建或未登記建物。
311,311,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路111巷31~60號,24.65,商,1060417,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,970825,99.47,2,2,1,有,有,1.80E+07,180959,塔式車位,0,0,含增建或未登記建物。本案車位面積無法概算。
312,312,中山區,房地(土地+建物),臺北市中山區雙城街4巷1~30號,9.11,商,1060404,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,831018,66.93,2,1,1,有,有,11200000,167339,,0,0,含曾建或未登記建物。
313,313,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段211~240號,29.18,商,1060329,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001019,237.17,4,2,2,有,有,34880000,147068,坡道平面,41.26,0,含增建或未登記建物。內含獨立產權公設，未包含在棟數內。
314,314,中山區,房地(土地+建物),臺北市中山區林森北路310巷1~30號,5.43,商,1060323,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,880928,50.15,1,1,1,有,有,10800000,215354,,0,0,本案屬二親等買賣
315,315,中山區,房地(土地+建物),臺北市中山區龍江路281巷1~30號,24.6,住,1060318,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661212,83.79,2,2,1,有,無,12800000,152763,,0,0,含增建或未登記建物。
316,316,內湖區,房地(土地+建物)+車位,臺北市內湖區安康路1~30號,50.55,其他,1060325,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970701,210.06,3,2,3,有,有,2.70E+07,128535,坡道平面,0,0,
317,317,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路17巷1~30號,61.53,住,1060411,土地1建物1車位2,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,941221,239.82,4,2,4,有,有,4.30E+07,179301,坡道平面,45.11,0,
319,319,中山區,房地(土地+建物),臺北市中山區南京東路二段91~120號,3.03,其他,1060331,土地3建物1車位0,十六層,十八層,套房(1房1廳1衛),住家用,見其他登記事項,990917,47.54,1,1,1,有,有,1.30E+07,273454,,0,0,
320,320,中山區,房地(土地+建物),臺北市中山區新生北路三段56巷1~30號,13.3,商,1060324,土地1建物2車位0,四層,七層,套房(1房1廳1衛),商業用,鋼筋混凝土造,700611,85.48,2,2,2,有,有,4600000,53814,,0,0,\\親友、員工或其他特殊關係間之交易\\\
321,321,中山區,房地(土地+建物),臺北市中山區中山北路一段83巷1~30號,4.99,商,1060421,土地1建物1車位0,九層,九層,套房(1房1廳1衛),商業用,鋼筋混凝土造,670116,43.88,1,1,1,有,有,5700000,129900,,0,0,
323,323,中山區,房地(土地+建物),臺北市中山區中山北路二段77巷31~60號,2.3,商,1060422,土地1建物1車位0,十二層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,680813,32.38,1,1,1,有,有,4150000,128166,,0,0,
324,324,內湖區,房地(土地+建物),臺北市內湖區成功路二段312巷31~60號,34.76,住,1060308,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740614,183.9,3,2,2,有,無,24900000,135400,,0,0,
325,325,中山區,房地(土地+建物),臺北市中山區林森北路485巷22弄1~30號,21.43,商,1060321,土地8建物1車位0,四層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,670606,72.59,3,2,1,有,無,9.00E+06,123984,,0,0,
326,326,中山區,房地(土地+建物),臺北市中山區新生北路二段31~60號,8.3,商,1060315,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,850718,80.71,2,1,1,有,有,1.20E+07,148680,,0,0,親友、員工或其他特殊關係間之交易。
327,327,內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷61~90號,48.02,住,1060414,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015,373.68,3,2,3,有,有,49680000,147405,坡道平面,66.5,4400000,
328,328,信義區,房地(土地+建物),臺北市信義區吳興街284巷22弄91~120號,24,住,1060418,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670930,72.5,3,1,1,有,無,6.00E+06,82759,,0,0,親友、員工或其他特殊關係間之交易。
330,330,信義區,房地(土地+建物),臺北市信義區松山路211~240號,16.39,商,1060407,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,730608,107.72,3,2,1,有,有,1.60E+07,148533,,0,0,
331,331,松山區,房地(土地+建物),臺北市松山區八德路二段366巷1~30號,18.5,住,1060412,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,44.59,3,2,1,有,無,5852800,131258,,0,0,親友、員工或其他特殊關係間之交易。
333,333,北投區,房地(土地+建物),臺北市北投區中和街20巷1~30號,5.86,其他,1060424,土地3建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950626,45.24,2,1,2,有,有,8500000,187887,,0,0,陽台外推。
334,334,士林區,房地(土地+建物),臺北市士林區重慶北路四段1巷27弄1~30號,67,住,1060326,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,560825,86.14,4,2,3,有,無,1.70E+07,197353,,0,0,
335,335,士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,13.65,商,1060408,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,126.87,2,2,1,有,有,2.50E+07,239622,坡道平面,31.72,2200000,
337,337,北投區,房地(土地+建物)+車位,臺北市北投區大屯路光華一巷1~30號,57.72,住,1060418,土地4建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1050823,146.95,3,2,1,有,有,2.20E+07,149711,坡道平面,25.44,0,陽台外推。
338,338,士林區,房地(土地+建物),臺北市士林區承德路四段91~120號,15.71,住,1060312,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731215,140.19,3,3,2,有,有,2.50E+07,178329,,0,0,
339,339,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段450巷31~60號,37.67,住,1060311,土地1建物1車位1,九層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860519,181.54,5,2,2,有,有,32680000,207408,坡道平面,36.03,2500000,含增建或未登記建物。
340,340,中山區,房地(土地+建物),臺北市中山區民生東路二段115巷31~60號,25.6,住,1060315,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,NA,96.06,3,2,2,有,無,13860000,144285,,0,0,含增建或未登記建物-
341,341,信義區,房地(土地+建物),臺北市信義區基隆路一段364巷1~30號,20.7,住,1060319,土地3建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,NA,103.92,3,2,1,有,有,20500000,197267,,0,0,含增建或未登記建物。
342,342,松山區,房地(土地+建物),臺北市松山區新東街60巷1~30號,38,住,1060405,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630418,105.1,2,2,1,有,無,1.50E+07,142721,,0,0,含增建或未登記建物。
344,344,萬華區,房地(土地+建物),臺北市萬華區西寧南路121~150號,13.15,商,1060309,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,730418,116.74,3,2,2,有,無,17650000,151191,,0,0,
345,345,內湖區,房地(土地+建物),臺北市內湖區成功路三段61~90號,34.1,商,1060412,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711012,125.14,3,2,2,有,無,16400000,131053,,0,0,含增建或未登記建物。
346,346,內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷82弄1~30號,24.45,住,1060225,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010419,102.04,2,2,1,有,有,1.70E+07,166601,塔式車位,14.39,0,含增建或未登記建物。
347,347,內湖區,房地(土地+建物),臺北市內湖區文德路271~300號,11.35,住,1060409,土地1建物1車位0,六層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,950417,50.93,1,1,1,有,有,9700000,190457,,0,0,含增建或未登記建物。
348,348,大安區,房地(土地+建物),臺北市大安區信義路二段31~60號,3.37,商,1060412,土地1建物1車位0,十一層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,990122,37.61,1,1,1,有,有,11800000,313746,,0,0,含增建或未登記建物。
350,350,大安區,房地(土地+建物),臺北市大安區瑞安街222巷31~60號,25.36,住,1060326,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640124,70.43,2,2,1,有,無,14400000,204458,,0,0,含增建或未登記建物。
351,351,大安區,房地(土地+建物)+車位,臺北市大安區基隆路二段182巷1~30號,24.08,商,1060331,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,820323,187.9,4,2,2,有,有,3.30E+07,175625,坡道平面,0,0,
352,352,大安區,房地(土地+建物),臺北市大安區仁愛路四段112巷1~30號,28.32,住,1060331,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700722,148.33,3,2,2,有,無,39252500,264630,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。
353,353,大安區,房地(土地+建物),臺北市大安區溫州街61~90號,15.2,住,1060411,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,54.89,2,1,1,有,無,5916752,107793,,0,0,親友、員工或其他特殊關係間之交易。
354,354,大安區,房地(土地+建物),臺北市大安區安東街31~60號,5.22,其他,1060331,土地10建物2車位0,一層,十二層,店面(店鋪),商業用,鋼筋混凝土造,701231,39.75,0,0,0,無,有,12880000,324025,,0,0,
355,355,大安區,房地(土地+建物)+車位,臺北市大安區仁愛路三段5巷1~30號,37.4,住,1051207,土地1建物1車位2,六層,十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050929,387.64,0,0,0,無,無,152680000,459422,坡道平面,69.24,6400000,
356,356,大安區,房地(土地+建物)+車位,臺北市大安區仁愛路三段5巷1~30號,41.44,住,1020927,土地1建物1車位2,四層,十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050929,422.09,0,0,0,無,無,175880000,478617,坡道平面,69.24,7000000,
357,357,大安區,房地(土地+建物)+車位,臺北市大安區仁愛路三段5巷1~30號,41.44,住,1020915,土地1建物1車位2,六層,十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050929,422.09,0,0,0,無,無,182680000,499589,坡道平面,69.24,6400000,
358,358,大安區,建物,臺北市大安區信義路三段111巷1~30號,0,,1060426,土地0建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620227,146.75,4,2,2,有,無,1219900,8313,,0,0,向政府機關承購之案件。
359,359,大安區,建物,臺北市大安區信義路三段99巷1~30號,0,,1060420,土地0建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620227,142.79,4,1,2,有,無,1187000,8313,,0,0,向政府機關承購之案件。
361,361,大安區,房地(土地+建物),臺北市大安區永康街47巷1~30號,34.4,住,1060326,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740125,125.25,3,2,2,有,無,3.20E+07,255489,,0,0,含增建或未登記建物。
362,362,北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷34弄1~30號,46.84,住,1060313,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,221.22,3,2,2,有,有,36300000,184176,坡道平面,37.7,2500000,
363,363,北投區,房地(土地+建物),臺北市北投區中和街493巷5弄1~30號,30.99,住,1060417,土地9建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690530,108.16,3,1,1,有,無,10800000,99852,,0,0,
364,364,士林區,房地(土地+建物)+車位,臺北市士林區芝玉路一段197巷1~30號,45.63,住,1060410,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000720,249.35,3,2,2,有,有,5.40E+07,243250,坡道機械,43.8,4000000,
365,365,松山區,建物,臺北市松山區民權東路三段121~150號,0,,1060501,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,NA,68.4,4,2,2,有,無,105900,1548,,0,0,親友、員工或其他特殊關係間之交易。
366,366,士林區,房地(土地+建物),臺北市士林區忠誠路二段118巷1~30號,20.52,住,1060331,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750321,112.47,3,2,2,有,有,22250000,197831,,0,0,含增建或未登記建物。
367,367,士林區,房地(土地+建物),臺北市士林區大北路61~90號,29,商,1060406,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710529,92.42,2,2,1,有,無,12300000,133088,,0,0,
368,368,大安區,房地(土地+建物),臺北市大安區建國南路一段318巷1~30號,10.35,住,1060410,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,801004,41.64,1,1,1,有,無,9400000,225799,,0,0,含增建或未登記建物。
369,369,大安區,房地(土地+建物),臺北市大安區安和路二段59巷1~30號,19.83,住,1060222,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,720721,103.88,4,2,3,有,無,2.90E+07,279168,,0,0,親友、員工或其他特殊關係間之交易。
370,370,大安區,房地(土地+建物),臺北市大安區忠孝東路三段217巷5弄1~30號,47.33,住,1060319,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,600621,174.91,5,2,3,有,有,4.90E+07,280144,,0,0,含增建或未登記建物。/含車位讓與合約書(使用權)。
372,372,大安區,房地(土地+建物)+車位,臺北市大安區信義路四段99巷31~60號,30.01,住,1060327,土地1建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860926,174.66,2,2,2,有,有,41600000,238177,坡道平面,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。
373,373,大同區,房地(土地+建物),臺北市大同區天水路31~60號,4.85,商,1060410,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971111,49.35,1,1,1,有,有,8730000,176900,,0,0,
374,374,大同區,房地(土地+建物),臺北市大同區迪化街一段32巷1~30號,20.6,其他,1060314,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730211,68.33,2,2,2,有,無,6700000,98054,,0,0,親友、員工或其他特殊關係間之交易。
375,375,大同區,房地(土地+建物),臺北市大同區延平北路一段91~120號,11.57,商,1060108,土地1建物1車位0,二層,十層,辦公商業大樓,商業用,鋼筋混凝土造,770924,117.12,1,1,0,有,有,16800000,143443,,0,0,含增建或未登記建物。
376,376,中正區,房地(土地+建物),臺北市中正區杭州南路一段91~120號,3.41,其他,1060415,土地1建物1車位0,四層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,830201,33.91,1,0,1,有,有,8500000,250664,,0,0,含增建或未登記建物。
377,377,大同區,房地(土地+建物),臺北市大同區重慶北路二段73巷1~30號,19.5,商,1060425,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,59.22,2,1,1,有,無,4392800,74178,,0,0,親友、員工或其他特殊關係間之交易。
378,378,信義區,房地(土地+建物),臺北市信義區松山路465巷1~30號,23.75,住,1060404,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,77.56,3,1,1,有,無,14680000,189273,,0,0,
379,379,信義區,房地(土地+建物)+車位,臺北市信義區光復南路511~540號,4.19,商,1060331,土地1建物1車位1,十三層,十三層,套房(1房1廳1衛),商業用,鋼筋混凝土造,891124,54.42,1,1,1,有,有,9100000,167218,坡道機械,0,1800000,含增建或未登記建物。
380,380,南港區,房地(土地+建物),臺北市南港區玉成街140巷11弄1~30號,30.6,住,1060305,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,99.9,4,2,2,有,無,15380000,153954,,0,0,含增建或未登記建物
382,382,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段391~420號,49.45,住,1060202,土地3建物1車位1,七層，八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891016,200.78,5,2,2,有,有,36880000,216813,坡道平面,42.22,2500000,含增建或未登記建物
383,383,中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段181~210號,34.45,住,1060311,土地2建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,981008,299.37,0,1,0,有,有,9.40E+07,342479,坡道平面,33.66,3000000,含增建或未登記建物。
384,384,中山區,房地(土地+建物),臺北市中山區四平街1~30號,29.86,住,1060426,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,610424,141.55,3,2,2,有,無,29500000,208407,,0,0,
385,385,中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,21.43,商,1060331,土地1建物1車位2,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000824,287.09,3,2,2,有,有,3.90E+07,165954,坡道平面,88.24,6000000,含增建或未登記建物。
386,386,中山區,房地(土地+建物)+車位,臺北市中山區通北街146巷2弄1~30號,37.5,住,1060407,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880511,179.18,3,2,2,有,有,20350000,113573,坡道平面,0,0,含增建或未登記建物-陽台加窗之增建物。
388,388,北投區,房地(土地+建物),臺北市北投區開明街1~30號,14.12,住,1060409,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680810,46.5,2,2,1,有,無,5100000,109677,,0,0,含增建或未登記建物。
389,389,士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段232巷1~30號,93.85,住,1060407,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030127,260.95,0,0,0,無,有,5.50E+07,229001,坡道平面,29.51,2000000,
390,390,士林區,房地(土地+建物),臺北市士林區通河街325巷1~30號,10.88,住,1060410,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591210,29.48,2,2,1,有,無,2450000,83107,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。
392,392,北投區,房地(土地+建物),臺北市北投區西安街二段275巷1~30號,19.41,住,1060331,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941118,83.37,2,2,1,有,有,17250000,206909,,0,0,
393,393,信義區,房地(土地+建物),臺北市信義區嘉興街301~330號,4.94,住,1060303,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810703,33.82,3,2,2,有,無,3.00E+06,88705,,0,0,親友關係間之交易。
394,394,信義區,房地(土地+建物),臺北市信義區忠孝東路五段71巷11弄1~30號,31.75,住,1060408,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610813,90,3,2,1,有,無,1.90E+07,211111,,0,0,
395,395,信義區,房地(土地+建物),臺北市信義區吳興街31~60號,9.28,住,1060323,土地1建物1車位0,一層,七層,店面(店鋪),商業用,鋼筋混凝土造,710227,49.43,0,1,1,有,有,23300000,471374,,0,0,含增建或未登記建物。
396,396,南港區,房地(土地+建物)+車位,臺北市南港區研究院路二段61~90號,46.74,住,1060412,土地1建物1車位2,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011003,297.49,3,2,2,有,有,35800000,120340,坡道平面,87.22,0,
397,397,松山區,房地(土地+建物),臺北市松山區敦化北路199巷16弄1~30號,39.19,住,1060327,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750714,142.24,3,2,2,有,有,36500000,256609,,0,0,
398,398,南港區,房地(土地+建物),臺北市南港區研究院路二段35巷29弄1~30號,35.5,住,1060327,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,76.18,4,2,2,有,無,10500000,137831,,0,0,
399,399,南港區,房地(土地+建物),臺北市南港區松河街661~690號,38.72,工,1060320,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,NA,102.3,2,2,1,有,無,11350000,110948,,0,0,
400,400,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段317巷1~30號,20.8,商,1060406,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040630,251.72,4,2,2,有,有,41790000,183305,坡道平面,34.65,2000000,
401,401,中山區,房地(土地+建物)+車位,臺北市中山區樂群二路181~210號,88.98,其他,1060310,土地1建物1車位3,三層,十一層,辦公商業大樓,見其他登記事項,見其他登記事項,1040310,526.87,0,0,0,無,有,116880000,266779,坡道平面,122.49,9000000,
402,402,中山區,房地(土地+建物)+車位,臺北市中山區樂群二路181~210號,80.03,其他,1060302,土地1建物1車位3,七層,十一層,辦公商業大樓,見其他登記事項,見其他登記事項,1040310,500.54,0,0,0,無,有,113080000,275307,坡道平面,122.49,9000000,
403,403,中山區,房地(土地+建物),臺北市中山區松江路481~510號,6.24,住,1060306,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731214,52,2,2,1,有,有,11120000,213846,,0,0,
404,404,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷151~180號,38.18,住,1060402,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000221,245.67,4,2,2,有,有,35500000,160124,坡道平面,39.58,2500000,
